block,lot,cartodb_id,plan_id,disposition_filterable,in_596,bbl
15905,122,452460,10449,,false,4159050122
15905,171,452580,10449,,false,4159050171
15905,236,452581,10449,,false,4159050236
15961,94,452770,10442,street,false,4159610094
15965,73,452771,10442,residential,true,4159650073
15847,75,452190,10449,,false,4158470075
15852,73,452191,10449,,false,4158520073
15829,54,452192,10442,"community facility, residential",false,4158290054
15833,46,452193,10442,residential,false,4158330046
15838,13,452194,10442,residential,false,4158380013
15905,144,452461,10449,,false,4159050144
15905,228,452462,10449,,false,4159050228
15834,53,452463,10442,residential,false,4158340053
15903,6,452464,10449,,false,4159030006
15903,24,452465,10449,,false,4159030024
15966,18,452772,10442,residential,false,4159660018
15960,34,452773,10442,residential,false,4159600034
15954,33,452794,10442,open space,false,4159540033
15963,53,452795,10442,open space,false,4159630053
15834,17,452466,10442,residential,false,4158340017
15837,12,452467,10442,residential,true,4158370012
15837,41,452468,10442,open space,true,4158370041
15837,52,452469,10442,open space,true,4158370052
15849,1,452195,10449,,false,4158490001
15849,8,452196,10442,residential,true,4158490008
15849,19,452197,10442,residential,true,4158490019
15869,1,452198,10449,,true,4158690001
15905,278,452470,10449,,false,4159050278
15871,1,452199,10449,,true,4158710001
15848,63,452200,10442,residential,true,4158480063
15875,1,452201,10449,,true,4158750001
15881,1,452202,10449,,true,4158810001
15847,84,452203,10442,residential,true,4158470084
15851,59,452204,10442,residential,true,4158510059
15883,1,452205,10449,,true,4158830001
15902,143,452206,10449,,false,4159020143
15829,58,452207,10442,"community facility, residential",false,4158290058
15852,60,452208,10442,"commercial, residential",false,4158520060
15873,1,452209,10449,,true,4158730001
15837,47,452210,10442,open space,true,4158370047
15838,21,452211,10442,residential,false,4158380021
15834,54,452212,10442,residential,false,4158340054
15905,285,452471,10449,,false,4159050285
15907,81,452472,10449,,false,4159070081
15932,51,452473,10449,,false,4159320051
15829,21,452474,10442,residential,false,4158290021
15905,202,452475,10449,,false,4159050202
15908,3,452476,10449,,true,4159080003
15845,44,452213,10449,,false,4158450044
15905,95,452477,10449,,false,4159050095
15908,5,452582,10449,,false,4159080005
15960,43,452583,10442,open space,true,4159600043
15962,59,452584,10442,street,false,4159620059
15905,155,452585,10449,,false,4159050155
15905,246,452607,10449,,false,4159050246
15965,31,452666,10442,residential,false,4159650031
15848,52,452817,10442,residential,true,4158480052
15905,292,452667,10449,,false,4159050292
15845,44,452214,10442,residential,false,4158450044
15837,51,452215,10442,open space,true,4158370051
15847,88,452216,10442,residential,true,4158470088
15849,29,452217,10442,residential,true,4158490029
15849,6,452218,10442,residential,true,4158490006
15849,17,452219,10442,residential,false,4158490017
15921,112,452668,10449,,false,4159210112
15888,1,452220,10449,,true,4158880001
15902,6,452221,10449,,false,4159020006
15845,21,452222,10442,"commercial, residential",false,4158450021
15904,7501,452223,10449,,false,4159047501
15838,17,452224,10442,residential,true,4158380017
15861,1,452225,10449,,true,4158610001
15903,14,452226,10449,,false,4159030014
15905,105,452227,10449,,false,4159050105
15905,116,452228,10449,,false,4159050116
15905,206,452229,10449,,false,4159050206
15965,84,452669,10442,residential,true,4159650084
15967,18,452670,10442,residential,false,4159670018
15966,5,452671,10442,residential,false,4159660005
15865,1,452818,10449,,true,4158650001
15905,213,452819,10449,,false,4159050213
15905,154,452478,10449,,false,4159050154
15905,172,452479,10449,,false,4159050172
15905,201,452480,10449,,false,4159050201
15905,151,452820,10449,,false,4159050151
15905,240,452481,10449,,false,4159050240
15905,169,452821,10449,,false,4159050169
15905,256,452822,10449,,false,4159050256
15909,70,452482,10449,,true,4159090070
15961,85,452483,10442,open space,true,4159610085
15902,31,452484,10449,,false,4159020031
15905,98,452485,10449,,false,4159050098
15905,217,452486,10449,,false,4159050217
15905,107,452487,10449,,false,4159050107
15905,166,452488,10449,,false,4159050166
15905,238,452489,10449,,false,4159050238
15905,252,452230,10449,,false,4159050252
15905,284,452490,10449,,false,4159050284
15913,37,452491,10449,,false,4159130037
15926,44,452492,10449,,false,4159260044
15905,123,452493,10449,,false,4159050123
15962,1,452845,10442,residential,false,4159620001
15918,1,452231,10449,,false,4159180001
15905,245,452494,10449,,false,4159050245
15962,3,452692,10442,residential,false,4159620003
15905,152,452232,10449,,false,4159050152
15905,170,452233,10449,,false,4159050170
15905,199,452234,10449,,false,4159050199
15905,150,452235,10449,,false,4159050150
15905,273,452236,10449,,false,4159050273
15909,1,452237,10449,,false,4159090001
15905,227,452238,10449,,false,4159050227
15905,244,452239,10449,,false,4159050244
15837,33,452240,10442,open space,true,4158370033
15838,3,452241,10442,residential,false,4158380003
15839,40,452242,10442,residential,false,4158390040
15840,1,452243,10442,residential,false,4158400001
15907,50,452495,10449,,true,4159070050
15968,73,452693,10442,residential,false,4159680073
15870,60,452244,10449,,true,4158700060
15837,54,452245,10442,open space,true,4158370054
15849,10,452246,10442,residential,true,4158490010
15902,7,452247,10449,,false,4159020007
15903,5,452248,10449,,false,4159030005
15905,136,452249,10449,,false,4159050136
15905,143,452250,10449,,false,4159050143
15905,254,452251,10449,,false,4159050254
15905,258,452252,10449,,false,4159050258
15829,11,452253,10442,"community facility, residential",false,4158290011
15825,7,452254,10442,"commercial, residential",true,4158250007
15845,8,452255,10442,residential,false,4158450008
15870,71,452256,10449,,true,4158700071
15903,12,452257,10449,,false,4159030012
15905,118,452258,10449,,false,4159050118
15905,129,452259,10449,,false,4159050129
15905,230,452260,10449,,false,4159050230
15905,247,452261,10449,,false,4159050247
15853,102,452262,10442,"commercial, residential",false,4158530102
15861,47,452263,10449,,true,4158610047
15903,16,452264,10449,,false,4159030016
15905,276,452265,10449,,false,4159050276
15845,15,452266,10442,"commercial, residential",false,4158450015
15850,16,452267,10449,,false,4158500016
15831,17,452268,10442,residential,false,4158310017
15849,28,452269,10442,residential,true,4158490028
15903,23,452270,10449,,false,4159030023
15829,8,452271,10442,"community facility, residential",false,4158290008
15851,44,452272,10442,residential,false,4158510044
15851,48,452273,10449,,false,4158510048
15838,9,452274,10442,residential,true,4158380009
15838,39,452275,10442,residential,false,4158380039
15829,15,452276,10442,"community facility, residential",false,4158290015
15829,1,452277,10442,"community facility, residential",false,4158290001
15837,10,452278,10442,residential,true,4158370010
15838,20,452279,10442,residential,true,4158380020
15848,50,452280,10442,residential,false,4158480050
15848,57,452281,10442,residential,true,4158480057
15853,40,452282,10442,"commercial, residential",true,4158530040
15868,1,452283,10449,,true,4158680001
15829,52,452284,10442,"community facility, residential",false,4158290052
15838,27,452285,10442,residential,false,4158380027
15839,26,452286,10442,residential,false,4158390026
15847,80,452287,10442,residential,true,4158470080
15849,18,452288,10442,residential,true,4158490018
15855,90,452289,10449,,false,4158550090
15839,44,452290,10442,residential,false,4158390044
15859,1,452291,10449,,true,4158590001
15905,268,452312,10449,,false,4159050268
15905,106,452292,10449,,false,4159050106
15891,55,452293,10449,,false,4158910055
15905,257,452294,10449,,false,4159050257
15838,12,452295,10442,residential,false,4158380012
15847,79,452296,10442,residential,true,4158470079
15847,87,452297,10442,residential,true,4158470087
15887,1,452298,10449,,true,4158870001
15845,30,452299,10442,residential,true,4158450030
15848,60,452300,10442,residential,true,4158480060
15851,58,452301,10442,residential,true,4158510058
15905,120,452302,10449,,false,4159050120
15850,6,452303,10442,residential,true,4158500006
15905,124,452304,10449,,false,4159050124
15905,200,452305,10449,,false,4159050200
15905,127,452306,10449,,false,4159050127
15905,149,452307,10449,,false,4159050149
15905,156,452308,10449,,false,4159050156
15876,1,452309,10449,,true,4158760001
15954,60,452695,10442,"residential, open space",false,4159540060
15891,30,452310,10449,,false,4158910030
15905,102,452311,10449,,false,4159050102
15905,290,452313,10449,,false,4159050290
15829,2,452314,10442,"community facility, residential",false,4158290002
15847,86,452315,10442,residential,true,4158470086
15880,1,452316,10449,,true,4158800001
15851,33,452317,10442,residential,true,4158510033
15851,40,452318,10442,residential,false,4158510040
15837,29,452319,10442,open space,true,4158370029
15839,51,452320,10442,residential,true,4158390051
15905,212,452321,10449,,false,4159050212
15908,162,452322,10449,,false,4159080162
15903,4,452323,10449,,false,4159030004
15905,215,452324,10449,,false,4159050215
15848,67,452325,10442,residential,true,4158480067
15905,96,452326,10449,,false,4159050096
15905,291,452327,10449,,false,4159050291
15931,63,452328,10449,,false,4159310063
15847,81,452329,10442,residential,true,4158470081
15905,237,452330,10449,,false,4159050237
15913,38,452331,10449,,false,4159130038
15905,141,452332,10449,,false,4159050141
15905,145,452333,10449,,false,4159050145
15905,293,452334,10449,,false,4159050293
15910,7,452335,10449,,false,4159100007
15940,103,452336,10449,,false,4159400103
15874,41,452337,10449,,true,4158740041
15897,1,452338,10449,,true,4158970001
15902,22,452339,10449,,false,4159020022
15903,30,452340,10449,,false,4159030030
15905,147,452341,10449,,false,4159050147
15905,165,452342,10449,,false,4159050165
15885,1,452343,10449,,true,4158850001
15905,208,452344,10449,,false,4159050208
15905,226,452345,10449,,false,4159050226
15922,1,452346,10449,,true,4159220001
15905,168,452347,10449,,false,4159050168
15905,269,452348,10449,,false,4159050269
15905,280,452349,10449,,false,4159050280
15905,138,452350,10449,,false,4159050138
15905,204,452351,10449,,false,4159050204
15905,279,452352,10449,,false,4159050279
15905,283,452353,10449,,false,4159050283
15921,1,452354,10449,,true,4159210001
15935,1,452355,10449,,false,4159350001
15932,40,452356,10449,,false,4159320040
15932,47,452357,10449,,false,4159320047
15829,47,452358,10442,residential,false,4158290047
15835,29,452359,10442,residential,false,4158350029
2938,35,443549,10374,residential,false,2029380035
2974,173,443550,10374,residential,false,2029740173
2555,103,443551,10371,,false,2025550103
3098,9,443552,10375,residential,false,2030980009
3133,112,443553,10358,,false,2031330112
3143,132,443554,10376,residential,false,2031430132
3096,126,443555,10375,residential,false,2030960126
2974,135,443556,10374,residential,false,2029740135
2965,253,443557,10374,residential,false,2029650253
3046,5,443558,10379,residential,false,2030460005
2993,102,443559,10374,"residential, commercial, public",false,2029930102
2965,211,443560,10374,residential,false,2029650211
2365,12,443561,10367,community facility,true,2023650012
2977,324,443562,10374,residential,false,2029770324
2684,111,443563,10365,residential,false,2026840111
2551,120,443564,10371,,false,2025510120
3110,171,443565,10375,residential,false,2031100171
3096,125,443566,10375,residential,false,2030960125
2965,206,443567,10374,residential,false,2029650206
2938,38,443568,10374,residential,false,2029380038
2938,125,443569,10374,residential,false,2029380125
2420,120,443570,10370,residential,false,2024200120
2965,251,443571,10374,residential,false,2029650251
2973,107,443572,10374,residential,false,2029730107
2418,33,443573,10367,residential,false,2024180033
2403,27,443574,10367,open space,true,2024030027
2398,14,443575,10366,residential,false,2023980014
3114,52,443576,10375,"residential, public",false,2031140052
2973,71,443577,10374,residential,false,2029730071
2363,16,443578,10359,commercial,false,2023630016
2404,128,443579,10367,residential,false,2024040128
2938,49,443580,10374,residential,false,2029380049
2973,156,443581,10374,residential,false,2029730156
3132,23,443582,10358,,false,2031320023
2973,90,443583,10374,residential,false,2029730090
2380,101,443584,10367,residential,false,2023800101
3044,165,443585,10379,residential,false,2030440165
2749,25,443586,10363,residential,false,2027490025
2402,11,443587,10361,"public, semi-public",false,2024020011
2972,19,443588,10374,"residential, commercial, public",false,2029720019
3070,279,443589,10373,"residential, institutional, recreational",false,2030700279
2972,14,443590,10374,"residential, commercial, public",false,2029720014
2712,117,443591,10365,residential,false,2027120117
2965,23,443592,10374,residential,false,2029650023
2938,23,443593,10374,residential,false,2029380023
2363,24,443594,10359,commercial,false,2023630024
2973,140,443595,10374,residential,false,2029730140
2661,158,443596,10374,residential,false,2026610158
2661,112,443597,10374,residential,false,2026610112
3579,1,443598,10364,"industrial, open space",false,2035790001
2877,192,443599,10369,residential,false,2028770192
2652,134,443600,10374,residential,false,2026520134
2555,138,443601,10371,,false,2025550138
2877,224,443602,10369,residential,false,2028770224
2688,66,443603,10365,residential,false,2026880066
2271,119,443604,10374,residential,false,2022710119
2684,101,443605,10365,residential,false,2026840101
2877,229,443606,10369,residential,false,2028770229
2364,45,443607,10367,residential,false,2023640045
2930,72,443608,10357,"residential, industrial",false,2029300072
2965,228,443609,10374,residential,false,2029650228
2971,32,443610,10374,"residential, commercial, public",false,2029710032
2974,138,443611,10374,residential,false,2029740138
3132,21,443612,10358,,false,2031320021
2722,117,443613,10365,residential,false,2027220117
3044,134,443614,10379,residential,false,2030440134
2380,105,443615,10367,residential,false,2023800105
3097,106,443616,10375,residential,false,2030970106
2637,248,443617,10372,residential,false,2026370248
2384,59,443618,10367,residential,true,2023840059
2407,32,443619,10367,"residential, commercial, community facility",false,2024070032
2405,123,443620,10367,residential,false,2024050123
2406,11,443621,10367,residential,false,2024060011
3063,102,443622,10373,"residential, institutional, recreational",false,2030630102
2722,102,443623,10365,residential,false,2027220102
2667,84,443624,10372,residential,false,2026670084
2878,12,443625,10369,residential,false,2028780012
2572,72,443626,10371,,false,2025720072
2973,108,443627,10374,residential,false,2029730108
3696,32,443628,10364,"industrial, open space",false,2036960032
2733,10,443629,10365,residential,false,2027330010
2655,113,443630,10372,residential,false,2026550113
3044,164,443631,10379,residential,false,2030440164
3133,13,443632,10358,,false,2031330013
3070,323,443633,10373,"residential, institutional, recreational",false,2030700323
2378,155,443634,10367,residential,false,2023780155
2404,129,443635,10367,residential,false,2024040129
3036,65,443636,10379,residential,false,2030360065
2489,1,443637,10380,"commercial, parking",false,2024890001
3142,63,443638,10376,residential,false,2031420063
2684,133,443639,10365,residential,false,2026840133
2661,151,443640,10374,residential,false,2026610151
3046,144,443641,10379,residential,false,2030460144
2965,209,443642,10374,residential,false,2029650209
2965,129,443643,10374,residential,false,2029650129
2683,26,443644,10365,residential,false,2026830026
2965,212,443645,10374,residential,false,2029650212
2965,256,443646,10374,residential,false,2029650256
2701,40,443647,10365,residential,false,2027010040
2971,4,443648,10374,"residential, commercial, public",false,2029710004
3131,19,443649,10358,,false,2031310019
2938,28,443650,10374,residential,false,2029380028
2930,75,443651,10357,"residential, industrial",false,2029300075
2683,106,443652,10365,residential,false,2026830106
2724,57,443653,10363,residential,false,2027240057
2404,115,443654,10367,residential,false,2024040115
2384,54,443655,10367,residential,false,2023840054
3131,6,443656,10358,,false,2031310006
2724,217,443657,10363,residential,false,2027240217
3702,101,443658,10364,"industrial, open space",false,2037020101
3131,5,443659,10358,,false,2031310005
3096,100,443660,10375,residential,false,2030960100
2384,1,443661,10367,residential,true,2023840001
3096,116,443662,10375,residential,false,2030960116
2967,16,443663,10374,residential,false,2029670016
2916,2,443664,10357,"residential, industrial",false,2029160002
2977,345,443665,10374,residential,false,2029770345
2482,6,443666,10380,"commercial, parking",true,2024820006
2688,159,443667,10365,residential,false,2026880159
2666,13,443668,10372,residential,false,2026660013
2404,127,443669,10367,residential,false,2024040127
2993,105,443670,10374,"residential, commercial, public",false,2029930105
3133,1,443671,10358,,false,2031330001
2967,133,443672,10374,residential,false,2029670133
2271,20,443673,10374,residential,false,2022710020
3070,283,443674,10373,"residential, institutional, recreational",false,2030700283
2683,112,443675,10365,residential,false,2026830112
2407,23,443676,10367,residential,false,2024070023
2661,135,443677,10374,residential,false,2026610135
3131,44,443678,10358,,false,2031310044
2972,47,443679,10374,"residential, commercial, public",false,2029720047
2971,145,443680,10374,"residential, commercial, public",false,2029710145
2712,131,443681,10365,residential,false,2027120131
2408,51,443682,10367,residential,false,2024080051
2973,69,443683,10374,residential,false,2029730069
2383,30,443684,10367,community facility,true,2023830030
2684,145,443685,10365,residential,false,2026840145
3540,1,443686,10364,residential,false,2035400001
3834,70,443687,10381,"commercial, industrial",false,2038340070
2684,141,443688,10365,residential,false,2026840141
3098,140,443689,10375,residential,false,2030980140
2972,51,443690,10374,"residential, commercial, public",false,2029720051
2965,227,443691,10374,residential,false,2029650227
2359,1,443692,10359,"public, semi-public",false,2023590001
3044,162,443693,10379,residential,false,2030440162
3132,122,443694,10358,,false,2031320122
2974,169,443695,10374,residential,false,2029740169
2419,25,443696,10367,"residential, community facility",false,2024190025
2938,124,443697,10374,residential,false,2029380124
2977,378,443698,10374,residential,false,2029770378
2967,135,443699,10374,residential,false,2029670135
3110,140,443700,10375,residential,false,2031100140
2878,5,443701,10369,residential,false,2028780005
2652,140,443702,10374,residential,false,2026520140
2965,260,443703,10374,residential,false,2029650260
3115,5,443704,10375,"residential, public",false,2031150005
3141,1,443705,10358,,false,2031410001
3096,5,443706,10375,residential,false,2030960005
2973,127,443707,10374,residential,false,2029730127
2971,7,443708,10374,"residential, commercial, public",false,2029710007
3097,46,443709,10375,residential,false,2030970046
3840,1,443710,10381,"public, industrial",false,2038400001
2420,56,443711,10370,community facility,false,2024200056
3513,44,443712,10364,"industrial, open space",false,2035130044
2637,243,443713,10372,residential,false,2026370243
2971,31,443714,10374,"residential, commercial, public",false,2029710031
3132,27,443715,10358,,false,2031320027
2939,256,443716,10374,residential,false,2029390256
2684,139,443717,10365,residential,false,2026840139
2974,170,443718,10374,residential,false,2029740170
3097,158,443719,10375,residential,false,2030970158
2684,137,443720,10365,residential,false,2026840137
2652,139,443721,10374,residential,false,2026520139
2684,120,443722,10365,residential,false,2026840120
3143,123,443723,10376,residential,false,2031430123
2684,116,443724,10365,residential,false,2026840116
2732,81,443725,10365,public,false,2027320081
2877,225,443726,10369,residential,false,2028770225
2977,363,443727,10374,residential,false,2029770363
2684,147,443728,10365,residential,false,2026840147
2661,155,443729,10374,residential,false,2026610155
2419,24,443730,10367,"residential, community facility",false,2024190024
2539,503,443731,10380,"commercial, parking",false,2025390503
2684,102,443732,10365,residential,false,2026840102
2683,117,443733,10365,residential,false,2026830117
2354,20,443734,10380,"commercial, parking",true,2023540020
3850,11,443735,10381,industrial,false,2038500011
2971,57,443736,10374,"residential, commercial, public",false,2029710057
2294,32,443737,10359,"public, semi-public, commercial",true,2022940032
2684,1,443738,10365,residential,false,2026840001
2878,13,443739,10369,residential,false,2028780013
2380,143,443740,10367,residential,false,2023800143
2365,25,443741,10367,residential,false,2023650025
2733,4,443742,10365,residential,false,2027330004
2411,10,443743,10366,"public, semi-public",false,2024110010
2973,96,443744,10374,residential,false,2029730096
3070,287,443745,10373,"residential, institutional, recreational",false,2030700287
3111,15,443746,10375,residential,false,2031110015
2972,60,443747,10374,"residential, commercial, public",false,2029720060
3070,322,443748,10373,"residential, institutional, recreational",false,2030700322
2993,28,443749,10374,"residential, commercial, public",false,2029930028
2965,68,443750,10374,residential,false,2029650068
2982,45,443751,10374,residential,true,2029820045
2879,41,443752,10378,residential,false,2028790041
3044,163,443753,10379,residential,false,2030440163
2973,154,443754,10374,residential,false,2029730154
3143,173,443755,10376,residential,false,2031430173
2384,58,443796,10367,residential,true,2023840058
2972,18,443756,10374,"residential, commercial, public",false,2029720018
2974,164,443757,10374,residential,false,2029740164
2877,231,443758,10369,residential,false,2028770231
3045,110,443759,10379,residential,false,2030450110
2617,104,443760,10372,residential,false,2026170104
2967,130,443761,10374,residential,false,2029670130
2403,31,443762,10367,open space,true,2024030031
2359,100,443763,10359,"public, semi-public",false,2023590100
3097,108,443764,10375,residential,false,2030970108
3070,324,443765,10373,"residential, institutional, recreational",false,2030700324
3139,50,443766,10358,,false,2031390050
3046,12,443767,10379,residential,false,2030460012
2276,50,443768,10359,"public, semi-public",false,2022760050
3096,11,443769,10375,residential,false,2030960011
3024,80,443770,10376,residential,false,2030240080
2661,40,443771,10374,residential,false,2026610040
2380,120,443772,10367,residential,false,2023800120
3046,163,443773,10379,residential,false,2030460163
3097,47,443774,10375,residential,false,2030970047
3113,9,443775,10375,residential,false,2031130009
2914,1,443776,10357,"residential, industrial",false,2029140001
3093,20,443777,10375,residential,false,2030930020
2976,1,443778,10374,,false,2029760001
3098,128,443779,10375,residential,false,2030980128
2364,25,443780,10367,open space,false,2023640025
2972,25,443781,10374,"residential, commercial, public",false,2029720025
2617,146,443782,10372,residential,false,2026170146
2712,14,443783,10365,residential,false,2027120014
2971,30,443784,10374,"residential, commercial, public",false,2029710030
3046,143,443785,10379,residential,false,2030460143
3094,59,443786,10375,residential,false,2030940059
2974,152,443787,10374,residential,false,2029740152
2712,114,443788,10365,residential,false,2027120114
2683,105,443789,10365,residential,false,2026830105
2683,27,443790,10365,residential,false,2026830027
2930,70,443791,10357,"residential, industrial",false,2029300070
2383,8,443792,10367,community facility,false,2023830008
3097,43,443793,10375,residential,false,2030970043
2380,113,443794,10367,residential,false,2023800113
2971,44,443795,10374,"residential, commercial, public",false,2029710044
2383,31,443797,10367,community facility,true,2023830031
2877,341,443798,10369,residential,false,2028770341
2977,368,443799,10374,residential,false,2029770368
3098,130,443800,10375,residential,false,2030980130
3063,56,443801,10373,"residential, institutional, recreational",false,2030630056
2379,30,443802,10367,residential,false,2023790030
2419,120,443803,10367,residential,false,2024190120
2652,137,443804,10374,residential,false,2026520137
2684,124,443805,10365,residential,false,2026840124
2379,25,443806,10367,residential,false,2023790025
2555,102,443807,10371,,false,2025550102
2383,35,443808,10367,"residential, commercial, community facility",true,2023830035
2712,32,443809,10365,residential,false,2027120032
3044,59,443810,10379,residential,false,2030440059
15830,59,452360,10442,residential,false,4158300059
3130,100,443811,10358,,false,2031300100
2384,7,443812,10367,residential,false,2023840007
2378,130,443813,10367,residential,false,2023780130
2684,122,443814,10365,residential,false,2026840122
2993,23,443834,10374,"residential, commercial, public",false,2029930023
3140,1,443815,10358,,false,2031400001
2712,135,443816,10365,residential,false,2027120135
2695,18,443817,10365,residential,false,2026950018
2973,138,443818,10374,residential,false,2029730138
2363,12,443819,10359,commercial,false,2023630012
2993,4,443820,10374,"residential, commercial, public",false,2029930004
2403,26,443821,10367,open space,true,2024030026
2971,56,443822,10374,"residential, commercial, public",true,2029710056
3132,124,443823,10358,,false,2031320124
2993,109,443824,10374,"residential, commercial, public",false,2029930109
2993,111,443825,10374,"residential, commercial, public",false,2029930111
3070,311,443826,10373,"residential, institutional, recreational",false,2030700311
3131,43,443827,10358,,false,2031310043
2683,129,443828,10365,residential,false,2026830129
2683,111,443829,10365,residential,false,2026830111
2939,264,443830,10374,residential,false,2029390264
2965,229,443831,10374,residential,false,2029650229
2405,130,443832,10367,residential,false,2024050130
2380,102,443833,10367,residential,false,2023800102
2966,101,443835,10374,residential,false,2029660101
2965,19,443836,10374,residential,false,2029650019
3131,20,443837,10358,,false,2031310020
2662,6,443838,10374,residential,false,2026620006
2989,11,443839,10374,residential,false,2029890011
2695,24,443840,10365,residential,false,2026950024
2281,10,443841,10374,residential,false,2022810010
2383,48,443842,10367,commercial,true,2023830048
2406,137,443843,10367,residential,false,2024060137
3131,36,443844,10358,,false,2031310036
2971,35,443845,10374,"residential, commercial, public",true,2029710035
3131,48,443846,10358,,false,2031310048
2965,230,443847,10374,residential,false,2029650230
2652,117,443848,10374,residential,false,2026520117
2404,114,443849,10367,residential,false,2024040114
2684,134,443850,10365,residential,false,2026840134
2408,33,443851,10367,residential,false,2024080033
2405,100,443852,10367,residential,false,2024050100
2553,49,443853,10371,,false,2025530049
2965,222,443854,10374,residential,false,2029650222
2380,147,443855,10367,residential,false,2023800147
2379,16,443856,10367,residential,false,2023790016
2998,170,443857,10368,open space,false,2029980170
2379,7,443858,10367,residential,false,2023790007
2877,701,443859,10369,residential,false,2028770701
2381,43,443860,10367,residential,true,2023810043
2877,227,443861,10369,residential,false,2028770227
2974,136,443862,10374,residential,false,2029740136
3035,27,443863,10379,residential,false,2030350027
2974,143,443864,10374,residential,false,2029740143
2483,32,443865,10380,"commercial, parking",false,2024830032
2749,48,443866,10363,residential,false,2027490048
2688,56,443867,10365,residential,false,2026880056
2380,111,443868,10367,residential,false,2023800111
15932,37,452361,10449,,false,4159320037
2408,41,443869,10367,residential,true,2024080041
2993,12,443870,10374,"residential, commercial, public",false,2029930012
2378,149,443871,10367,residential,false,2023780149
2291,27,443872,10374,residential,false,2022910027
2965,258,443873,10374,residential,false,2029650258
2974,167,443874,10374,residential,false,2029740167
2913,1,443875,10357,"residential, industrial",false,2029130001
2408,53,443876,10367,residential,false,2024080053
3046,53,443877,10379,residential,false,2030460053
2939,35,443878,10374,residential,false,2029390035
2684,121,443879,10365,residential,false,2026840121
2652,152,443880,10374,residential,false,2026520152
3110,49,443881,10375,residential,false,2031100049
2972,46,443882,10374,"residential, commercial, public",false,2029720046
2662,106,443883,10374,residential,false,2026620106
2938,21,443884,10374,residential,false,2029380021
3046,152,443885,10379,residential,false,2030460152
15952,37,452362,10442,street,false,4159520037
3132,1,443886,10358,,false,2031320001
2571,28,443887,10371,,false,2025710028
3132,131,443888,10358,,false,2031320131
2965,240,443889,10374,residential,false,2029650240
2993,37,443890,10374,"residential, commercial, public",false,2029930037
3696,142,443891,10364,"industrial, open space",false,2036960142
2443,40,443892,10366,"public, semi-public",false,2024430040
2402,32,443893,10361,"public, semi-public",false,2024020032
2272,45,443894,10374,residential,false,2022720045
2724,215,443895,10363,residential,false,2027240215
2973,150,443896,10374,"residential, commercial",false,2029730150
2364,7501,443897,10367,residential,false,2023647501
2724,120,443898,10363,residential,false,2027240120
2652,30,443899,10374,residential,false,2026520030
2380,104,443900,10367,residential,false,2023800104
3110,177,443901,10375,residential,false,2031100177
2972,102,443902,10374,"residential, commercial, public",false,2029720102
2973,1,443903,10374,residential,false,2029730001
2443,43,443904,10366,"public, semi-public",false,2024430043
2617,118,443905,10372,residential,false,2026170118
2652,135,443906,10374,residential,false,2026520135
2647,101,443907,10372,residential,false,2026470101
2291,1,443908,10374,residential,false,2022910001
2683,113,443909,10365,residential,false,2026830113
2380,114,443910,10367,residential,false,2023800114
3033,53,443911,10362,"commercial, parking",false,2030330053
2965,214,443912,10374,residential,false,2029650214
2965,224,443913,10374,residential,false,2029650224
2572,74,443914,10371,,false,2025720074
3036,57,443915,10379,residential,false,2030360057
2688,158,443916,10365,residential,false,2026880158
3140,7,443917,10358,,false,2031400007
3005,82,443918,10358,,false,2030050082
2684,132,443919,10365,residential,false,2026840132
2617,119,443920,10372,residential,false,2026170119
2399,10,443921,10366,residential,false,2023990010
15826,1,452363,10442,residential,false,4158260001
3070,281,443922,10373,"residential, institutional, recreational",false,2030700281
2973,121,443923,10374,residential,false,2029730121
3542,1,443924,10364,"industrial, open space",false,2035420001
2684,146,443925,10365,residential,false,2026840146
2993,70,443926,10374,"residential, commercial, public",false,2029930070
2939,6,443927,10374,residential,false,2029390006
2971,40,443928,10374,"residential, commercial, public",false,2029710040
2361,26,443929,10359,residential,true,2023610026
3046,145,443930,10379,residential,false,2030460145
3098,133,443931,10375,residential,false,2030980133
2482,25,443932,10380,"commercial, parking",false,2024820025
3098,129,443933,10375,residential,false,2030980129
2971,53,443934,10374,"residential, commercial, public",false,2029710053
2974,44,443935,10374,residential,false,2029740044
3096,35,443936,10375,commercial,false,2030960035
3097,58,443937,10375,residential,false,2030970058
3093,2,443938,10375,residential,false,2030930002
2572,71,443939,10371,,false,2025720071
3063,151,443940,10373,"residential, institutional, recreational",false,2030630151
2712,115,443941,10365,residential,false,2027120115
3133,7,443942,10358,,false,2031330007
2617,69,443943,10372,residential,false,2026170069
3132,14,443944,10358,,false,2031320014
2287,46,443945,10374,residential,false,2022870046
2407,7501,443946,10367,residential,false,2024077501
2973,126,443947,10374,residential,false,2029730126
2973,157,443948,10374,residential,false,2029730157
2402,31,443949,10361,"public, semi-public",false,2024020031
3130,20,443950,10358,,false,2031300020
2379,15,443951,10367,open space,false,2023790015
3070,302,443952,10373,"residential, institutional, recreational",false,2030700302
2965,257,443953,10374,residential,false,2029650257
2582,65,443954,10371,,false,2025820065
3136,1,443955,10358,,false,2031360001
3096,113,443956,10375,residential,false,2030960113
3851,5,443957,10381,industrial,false,2038510005
2402,9,443958,10361,"public, semi-public",false,2024020009
3838,118,443959,10381,industrial,false,2038380118
3698,36,443960,10364,"industrial, open space",false,2036980036
2354,65,443961,10380,"commercial, parking",true,2023540065
